,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
EVA1A,0.8711537261000548,3.647902551061412,0.0019704812126082995,0.19982126305140016,0.2214104705005127,17.125622076805527,11,6,0.9561573610520071
LOC101095395,1.6755629167748916,3.627964747477673,0.00205793401637731,0.8925001659630002,0.8281144779272667,17.125622076805527,11,6,0.9561573610520071
SMOC2,2.1586592259092434,3.6139228511423154,0.0021218377418540614,1.5285035814574124,1.3851775258930958,17.125622076805527,11,6,0.9561573610520071
TRIM21,-0.6843543746950299,-3.6058672641599006,0.002159386862144808,0.1066938806847991,0.1398420037181613,17.125622076805527,11,6,0.9561573610520071
LIPH,-1.6481656352641494,-3.580870107667178,0.0022801703807381673,0.8860547868924447,0.8224690954924134,17.125622076805527,11,6,0.9561573610520071
POSTN,2.0933713742491635,3.554856916348958,0.0024130078859973506,1.4841220341636392,1.3463045899833261,17.125622076805527,11,6,0.9561573610520071
LOC123381566,-1.1047556644301095,-3.523376469834188,0.002584096232129716,0.38281230849735454,0.3816887756843511,17.125622076805527,11,6,0.9561573610520071
MYBPC3,1.9233795324390952,3.52251668099428,0.0025889343543333745,1.2685558403861015,1.1574943446000403,17.125622076805527,11,6,0.9561573610520071
SLC16A5,-0.9723424597534273,-3.5033080487361907,0.002699400933331206,0.2884889335641462,0.2990727622249416,17.125622076805527,11,6,0.9561573610520071
UPK3A,-1.8998344994327483,-3.5010501793521964,0.002712689358490084,1.252258913699195,1.143220182808588,17.125622076805527,11,6,0.9561573610520071
RBM20,-1.3586306435713824,-3.48413507497747,0.0028143288850356776,0.6210398739309047,0.5903476766852663,17.125622076805527,11,6,0.9561573610520071
LOC109497727,-0.7124423144315192,-3.4668020996298154,0.002922400221376258,0.1342289098483031,0.16395940135780385,17.125622076805527,11,6,0.9561573610520071
BSPRY,-0.7535447161504357,-3.464053364084548,0.0029399127979951693,0.1567837030886235,0.1837147070096213,17.125622076805527,11,6,0.9561573610520071
LOC123384866,0.6460482748984295,3.459312947282246,0.002970359524857451,0.10163187300814457,0.13540828943851152,17.125622076805527,11,6,0.9561573610520071
RASD1,-1.968609698495516,-3.4154897919921865,0.003267047337950919,1.4195624717386002,1.289758122238534,17.125622076805527,11,6,0.9561573610520071
ENPP1,1.347144495118452,3.4072462630402365,0.003326051199128875,0.6399365045661644,0.6068988687095719,17.125622076805527,11,6,0.9561573610520071
ITGB3,-0.8219479731096093,-3.3997638502436964,0.0033805199436267707,0.2061195276896049,0.2269269982592926,17.125622076805527,11,6,0.9561573610520071
TMEM35B,-0.8742635633662216,-3.391760292831587,0.003439759751021235,0.2415346292571167,0.2579463983797797,17.125622076805527,11,6,0.9561573610520071
CYP39A1,1.0629054182212514,3.386358511371251,0.0034803214145295584,0.38372536486045555,0.3824885040320334,17.125622076805527,11,6,0.9561573610520071
LOC123384239,0.8202091972776925,3.3726640129824235,0.003585284896661928,0.2091871559784926,0.22961387434046202,17.125622076805527,11,6,0.9561573610520071
PADI1,-3.761511615581789,-3.371323528710472,0.0035957259148171024,5.46493813665736,4.833024153781154,17.125622076805527,11,6,0.9561573610520071
TLDC2,-2.02803874918426,-3.370803912520927,0.003599781280218891,1.5515200101676514,1.405337169093513,17.125622076805527,11,6,0.9561573610520071
MDM2,0.5567043827777061,3.3629669320654667,0.003661496514867763,0.06850097814582738,0.10638958163882048,17.125622076805527,11,6,0.9561573610520071
KEF43_p09,1.8594576730400576,3.358369441032871,0.003698186683525063,1.305867127461864,1.190174576805704,17.125622076805527,11,6,0.9561573610520071
GPR143,-0.7681401691067543,-3.355941192708965,0.0037177116507418183,0.17925660263319862,0.2033982835627427,17.125622076805527,11,6,0.9561573610520071
ATP23,0.5892349192472162,3.351575404070024,0.0037530724532811002,0.08403781046693067,0.11999799152731087,17.125622076805527,11,6,0.9561573610520071
SEZ6L,1.7388190045492438,3.3165530539330965,0.004049020225897627,1.1654213216964064,1.0671608213325463,17.125622076805527,11,6,0.9561573610520071
THBS2,1.571195716321965,3.313671531212467,0.004074371245162192,0.9435683235493431,0.8728440860173939,17.125622076805527,11,6,0.9561573610520071
