,lfc,t,p,s2,s2_post,df_total,n_a,n_b,q
Tyw5,0.050047117576954125,0.6295571778465087,0.5391547636889429,0.0053012117541530405,0.017500357802447034,13.955855331682496,4,9,0.7084425037500397
9430016H08Rik,0.1683078760875385,1.7686721980276452,0.09878991211360678,0.014913639823796808,0.025076870044304297,13.955855331682496,4,9,0.26606778909252715
Spats2l,6.041975853410264e-06,3.0445670580996785e-05,0.9999761387916618,0.1214643940102293,0.10906013500334683,13.955855331682496,4,9,0.9999761387916618
Kctd18,0.1541520350610357,1.7154404141681219,0.1083711294620722,0.011468968581964173,0.022361781448183772,13.955855331682496,4,9,0.2802393303133601
Bzw1,-0.25057842204839,-1.9733961281228787,0.0685898310107543,0.03974588729224341,0.04464963829540522,13.955855331682496,4,9,0.21637354671447503
Clk1,0.42447076490085145,2.4418382000186116,0.02853563856401759,0.08926408176218117,0.08367986082377583,13.955855331682496,4,9,0.1393737620208111
Ppil3,0.2279570535636517,2.093064533638573,0.0550954016242036,0.024772123181998586,0.032847322973407984,13.955855331682496,4,9,0.19271401723823825
Nif3l1,0.030715819207483452,0.3257683389144907,0.7494327790463711,0.014332388324925343,0.024618727828321953,13.955855331682496,4,9,0.855793197131885
Orc2,-0.22927027474539097,-1.734438786003927,0.10486160039771816,0.044488661858981315,0.04838789145110251,13.955855331682496,4,9,0.27492438799452495
Fam126b,-0.5128177092445672,-2.19371718081656,0.04569188706006326,0.17509226992815752,0.15132960692586012,13.955855331682496,4,9,0.17524510341938898
Ndufb3,0.26632755326806734,2.2488858351451144,0.041195762223708854,0.03237254245995483,0.03883797063136414,13.955855331682496,4,9,0.16649018393465637
Als2cr12,-0.25720292818114354,-1.060149635726339,0.3070803620590274,0.18989343614408075,0.16299588065152268,13.955855331682496,4,9,0.51149521380582
Gm20257,0.16191198000720264,1.2325819236842188,0.2380932766934143,0.043722918597206534,0.04778433289597759,13.955855331682496,4,9,0.4407510702330606
Cflar,-0.0840302331624807,-0.6290341431678065,0.5394872897730307,0.04579509619534252,0.04941762251082113,13.955855331682496,4,9,0.7086219921142578
Casp8,0.13985492111674525,1.392633565702717,0.18552155568294273,0.018530998483628384,0.02792807079928878,13.955855331682496,4,9,0.381079134752965
